customer_id,churn_probability_percent,risk_category,plan_tier,speed_mbps,monthly_cost,speed_complaints,outage_count,work_from_home_flag,fiber_availability,top_feature_attributions,comprehensive_problem_description,personalized_retention_email
C00094872,99.7,CRITICAL RISK,Basic_25,25,39,3,0,True,True,"[{'feature': 'contract_type', 'attribution': 1.3051421642303467}
 {'feature': 'early_termination', 'attribution': 0.38452598452568054}
 {'feature': 'speed_complaints', 'attribution': -0.3436160683631897}
 {'feature': 'outage_count', 'attribution': 0.3380654752254486}
 {'feature': 'contract_completed_percent', 'attribution': 0.061937928199768066}]","Customer is experiencing **inadequate internet speed and performance**, evidenced by 3 speed complaints. Their 25 Mbps Basic plan is insufficient for a family of three, eighteen devices, and work-from-home demands, leading to a poor user experience. A significant pain point is their **24-month contract**, which is the leading predictor of churn, suggesting dissatisfaction with its terms or value. They likely feel locked into an underperforming service. The availability of fiber indicates a desire or opportunity for a superior, more reliable connection, highlighting a mismatch between their current service and their household's high reliance on stable, high-speed internet.","Dear Valued Customer,

We're reaching out because we truly value your loyalty, having you as a TriLink customer for over a year now – nearly 1.3 years, in fact! We understand how vital a robust internet connection is for a household like yours, especially with three family members, 18 devices relying on your connection, and the critical demands of working from home. For you, reliable, high-speed internet isn't just a convenience; it's a necessity.

We've noticed your recent feedback, specifically the three speed complaints you've submitted. We hear you loud and clear. Your current Basic_25 plan, at 25 Mbps, while a good starting point, may no longer be keeping pace with your family's dynamic usage and your professional work-from-home needs, especially when it comes to smooth video conferencing and keeping all 18 devices running seamlessly. While we're glad to see you haven't experienced any outages, we want to ensure your overall internet experience is exceptional, not just stable.

To address this directly and ensure you have the best possible experience tailored specifically for your home, we've crafted a special, personalized offer. We recommend upgrading to our **Standard_100 plan**, providing a lightning-fast 100 Mbps. That's a powerful *four times the bandwidth* you currently have, designed to deliver truly seamless video conferencing for your work-from-home needs, ensure smooth streaming across all your devices, and handle your family's growing online activities without a hitch. This upgrade will significantly improve your per-Mbps cost efficiency and provide ample bandwidth for all 18 devices.

And because we understand the importance of a professional presence, especially with video calls, we're bundling this with our **Home Security Monitoring system**, which includes a smart doorbell. Not only does this enhance your home's safety and peace of mind, but the smart doorbell also adds a touch of professionalism for any virtual meetings or client interactions.

This comprehensive package, normally $114/month ($69 for the Standard_100 internet and $45 for the home security), can be yours for just **$57/month for the first two months** – that's a significant 50% discount to truly experience the difference. Imagine the relief of consistently reliable speeds, supporting everything from your work calls to family entertainment, with the added peace of mind of home security.

As a forward-thinking customer, you'll also be pleased to know this upgrade positions you perfectly for future enhancements. We have fiber available in your area, and this new plan ensures you are on the optimal path to take advantage of the most superior, reliable connection technology when you're ready.

We're ready to make this transition incredibly smooth. We'll prioritize your installation, aiming to have your new, enhanced service set up within just **48 hours** of your confirmation.

To claim this personalized offer and transform your internet experience, simply reply to this email or call us directly.

Thank you,
TriLink Internet Services"
C00021761,99.7,CRITICAL RISK,Basic_25,25,39,3,1,True,True,"[{'feature': 'contract_type', 'attribution': 1.4708542823791504}
 {'feature': 'speed_complaints', 'attribution': -0.38043996691703796}
 {'feature': 'early_termination', 'attribution': 0.3651430904865265}
 {'feature': 'outage_count', 'attribution': 0.290223628282547}
 {'feature': 'household_income', 'attribution': 0.03154368698596954}]","Customer is experiencing severe internet performance issues due to an insufficient 25 Mbps plan struggling to support 21 devices, a 4-member household, and remote work. This is evidenced by 3 speed complaints and 1 outage, indicating unreliable service and inadequate bandwidth. Their 12-month contract is a primary churn driver, suggesting it's perceived as restrictive or poor value given current dissatisfaction. Despite fiber availability, their current setup offers poor cost efficiency per Mbps and critically fails to meet their household's high-demand usage, driving a 99.7% churn risk.","Dear Valued Customer,

We’re reaching out to you personally today because we truly value your loyalty as a TriLink Internet Services customer for the past 1.16 years. We’ve been reviewing your service experience, and it's clear that your current Basic_25 plan at 25 Mbps isn't delivering the consistent, reliable connection you and your family deserve, especially given your work-from-home needs and how essential connectivity is to your household.

We understand how frustrating it can be when your internet can't keep up. We've noted your 3 recent speed complaints and the outage you experienced, and we recognize that with a busy household of 4 members and 21 devices connected at once, your current 25 Mbps simply isn't enough to handle your demands for seamless online activities, especially critical video conferencing for work.

The good news is that we have a tailored solution designed to provide the stable, high-performance internet you need. We recommend upgrading you to our **Standard_100 plan**. This plan delivers 100 Mbps, providing 4 times the bandwidth of your current service, ensuring reliable connectivity across all 21 of your devices and smooth, uninterrupted video calls for your professional work.

To enhance your home office setup and overall family convenience, we’re also suggesting bundling this with a comprehensive **home security monitoring system, including a smart doorbell**. This addition not only provides peace of mind but also offers a professional appearance for virtual meetings, ensuring clear video and audio.

As a special offer to ensure your complete satisfaction and reflect our commitment to your service, we’d like to provide you with the first **two months of your new Standard_100 plan and the home security bundle at 50% off**. This means you'll experience superior service and added security for a significantly reduced cost initially.

We want to make this transition as smooth as possible. Since fiber is available in your area, this upgrade path will unlock the full potential of your internet. We are ready to provide **priority installation within 48 hours** of your confirmation, ensuring minimal disruption and immediate improvement to your daily connectivity.

We are confident this upgrade will transform your internet experience, providing the reliability, speed, and value your family deserves. Please call us at your earliest convenience at [Insert Phone Number Here] or visit [Insert Website Link Here] to speak with a dedicated service representative who can quickly arrange your upgrade and priority installation.

Thank you,
TriLink Internet Services"
C00062726,99.7,CRITICAL RISK,Basic_25,25,39,3,1,True,False,"[{'feature': 'contract_type', 'attribution': 1.4875789880752563}
 {'feature': 'early_termination', 'attribution': 0.3843171298503876}
 {'feature': 'speed_complaints', 'attribution': -0.3562038242816925}
 {'feature': 'outage_count', 'attribution': 0.2057008594274521}
 {'feature': 'contract_completed_percent', 'attribution': 0.06968919932842255}]","Customer is experiencing severely inadequate internet speed and reliability for their work-from-home lifestyle and young family's needs. Their 25 Mbps Basic plan is overwhelmed by 20 devices, leading to 3 speed complaints and a significant outage. The previously rigid 24-month contract, now completed, allowed these performance issues to persist without an easy exit. This consistent inability to meet their high-bandwidth demands, coupled with poor value for money, is the core driver of their critical churn risk. They seek service that can genuinely support their extensive usage and work requirements, despite fiber not being available.","Dear Valued Customer,

We're reaching out to you personally today because, as a valued member of the TriLink family for the past two years, your satisfaction is incredibly important to us. We’ve noticed your internet service hasn't been living up to the demands of your busy household, and we want to change that.

We understand that with 20 devices connected and your essential work-from-home needs, your current 25 Mbps Basic plan is simply not providing the reliable performance you deserve. We're very sorry to hear about the 3 speed complaints and the 1 outage you've experienced; that's certainly not the experience we want for you or your young family of three. Your current setup, struggling to keep up with 50 GB of monthly usage across so many devices, offers only $1.56 per Mbps and 2.5 GB per device, which frankly isn't enough for the extensive connectivity you require.

Now that your 24-month contract has successfully completed, we have the perfect opportunity to upgrade your internet experience to one that truly supports your lifestyle. While full fiber connectivity might be in limited infrastructure in your specific area, we’ve tailored a powerful solution for you on our existing network.

We recommend upgrading to our **Standard_100 plan**. This plan delivers 100 Mbps, providing **four times the bandwidth** of your current service. This significant boost will ensure seamless video conferencing for your work-from-home duties, reliable connectivity for all 20 devices, and smooth streaming for every member of your family. No more frustrating slowdowns or dropped calls.

To further enhance your home environment and offer additional peace of mind, we’re also suggesting our **Home Security Monitoring System bundle**, which includes a smart doorbell. This will provide an added layer of security for your home, and the smart doorbell can even help you maintain a professional appearance during video calls.

Here’s the best part:
*   The Standard_100 Internet plan is just $69/month.
*   The Home Security Monitoring System, including a smart doorbell, is an additional $45/month.

To make this transition as easy and valuable as possible, we’d like to offer you the **first two months of your new Standard_100 Internet and Home Security bundle at 50% off.** That’s a significant saving, allowing you to experience the full benefits without compromise.

We are committed to getting you connected quickly. We can arrange for priority installation within just **48 hours** of your confirmation, ensuring minimal disruption to your daily routine.

We’re confident this upgrade will provide the speed, reliability, and value that you, as a loyal TriLink customer, truly deserve. Let us deliver the internet service that keeps your entire household productive and entertained.

To discuss this personalized upgrade and schedule your priority installation, please reply to this email or call us directly at 1-800-TRILINK.

Thank you,
TriLink Internet Services"
C00060802,99.7,CRITICAL RISK,Basic_25,25,39,3,1,True,True,"[{'feature': 'contract_type', 'attribution': 1.5329792499542236}
 {'feature': 'speed_complaints', 'attribution': -0.3814842700958252}
 {'feature': 'early_termination', 'attribution': 0.3647055923938751}
 {'feature': 'outage_count', 'attribution': 0.283957839012146}
 {'feature': 'tenure_years', 'attribution': -0.06798389554023743}]","Customer is experiencing significant internet service performance issues, including slow speeds and unreliable connectivity, evidenced by 3 speed complaints and 1 outage. Their current 25 Mbps plan is inadequate for their work-from-home needs and 11-device household, indicating insufficient bandwidth. A major pain point is their restrictive 12-month contract; having only been a customer for 0.3 years, they feel locked in with no flexible early termination option, despite severe dissatisfaction. This combination of poor service quality, unsuitability of their current plan, and contractual inflexibility is driving their critical 99.7% churn risk, particularly with fiber alternatives available.","Subject: An Important Update for Your TriLink Internet Service - C00060802

Dear Valued Customer,

We truly value your trust in TriLink Internet Services over the past few months. As a valued customer since November, we've been reviewing your service to ensure you have the best possible internet experience.

We understand you've experienced some frustration lately with your internet service, specifically with 3 instances of slow speeds and 1 unexpected outage. We sincerely apologize for these disruptions. For someone like you, working from home and relying on a stable connection for important daily tasks across your 11 devices, consistent and reliable speed is absolutely essential for your two-person household. Your current Basic_25 plan at 25 Mbps, while a good starting point, isn't fully supporting these demands.

That's why we've tailored a perfect solution specifically for your home. We recommend upgrading to our **Standard_100 plan**. This plan provides 100 Mbps – that's four times the bandwidth of your current service – ensuring truly seamless video conferencing, smooth streaming, and reliable connectivity for all 11 devices in your household. No more buffering or interruptions during critical work calls!

To further enhance your home environment and professional appearance, we also suggest bundling this with our **home security monitoring system**, which includes a smart doorbell for just $45/month. This adds incredible value, security, and a polished touch to your home office setup.

We want to make this transition as easy and rewarding as possible. As a special offer, we'll give you **50% off your first two months** of the new Standard_100 plan and home security bundle. This significant discount will give you ample time to experience the improved performance firsthand.

What's more, we recognize how critical reliable internet is for you. We're pleased to offer **priority installation within 48 hours**, getting your new, robust connection up and running swiftly.

We also want to remind you that as a homeowner, you have access to our high-performance fiber network, providing an excellent upgrade path for future needs should you ever require even more speed.

We are committed to ensuring you have a reliable, high-speed connection that fully supports your work-from-home needs and your entire household.

To discuss this personalized upgrade and schedule your priority installation, please reply to this email or call us directly at 1-800-TRILINK. We are here to help you get the best internet service possible.

Thank you,
TriLink Internet Services"
C00097433,99.7,CRITICAL RISK,Basic_25,25,39,3,2,True,True,"[{'feature': 'contract_type', 'attribution': 1.4429527521133423}
 {'feature': 'early_termination', 'attribution': 0.5483936667442322}
 {'feature': 'speed_complaints', 'attribution': -0.43012866377830505}
 {'feature': 'contract_completed_percent', 'attribution': 0.16679422557353973}
 {'feature': 'outage_count', 'attribution': -0.07213401049375534}]","Customer is experiencing significant pain points primarily stemming from a **severe mismatch between their internet plan and actual usage demands**. Their Basic_25 plan (25 Mbps) is critically inadequate for a 4-member household supporting 27 devices and work-from-home needs, leading to performance issues like speed complaints.

This service inadequacy is compounded by **contractual inflexibility**, as indicated by high churn attribution to contract type and approaching completion percentage. They likely feel locked into an unsuitable agreement and are poised to churn when their contract allows. The availability of superior fiber service exacerbates their desire for an upgrade that their current plan fails to provide, driving their critical churn risk.","Dear Valued Customer,

We're writing to you because, as a valued member of the TriLink family for the past 2.25 years, your satisfaction is our top priority. We've been reviewing your service and understand that your current Basic_25 plan might no longer be providing the seamless experience you and your family deserve.

We’ve noticed your busy household of four, with an impressive 27 devices regularly connected and utilizing around 55 GB of data each month, especially as you work from home. We also understand that you've recently experienced some challenges, including three instances of speed complaints and two service outages. This is certainly not the reliable connectivity we want for you, particularly when dependable internet is essential for your work and daily family life.

The good news is that we have a tailored solution to ensure your internet perfectly matches your family's dynamic needs. With TriLink's fiber network available in your area, we can offer a significant upgrade that will transform your online experience.

We highly recommend our **Standard_100 plan**. This plan provides 100 Mbps, offering four times the bandwidth of your current service. Imagine truly seamless video conferencing for your work, smooth streaming on all 27 devices simultaneously, and effortless browsing for every member of your family. The Standard_100 plan is available for just $69 per month, delivering exceptional value and reliability specifically designed for active households like yours.

To further enhance your home environment and provide additional peace of mind, especially with your work-from-home setup, we also suggest bundling this with our advanced home security monitoring system. For an additional $45 per month, you’ll get comprehensive protection, including a smart doorbell for a professional appearance during calls and seamless package deliveries.

To make this transition as smooth as possible, we’re pleased to offer you the first two months of *both* your new Standard_100 internet plan and the home security monitoring system at a **50% discount**. This means you’ll pay only $57 for the first two months of combined service. We also commit to a priority installation for you within 48 hours of your confirmation.

We are confident this upgrade will eliminate the connectivity issues you've faced and provide the robust, reliable internet service your family truly needs and deserves.

To discuss this personalized upgrade and schedule your priority installation, please contact us today or visit our website for more information.

Thank you,
TriLink Internet Services"
C00093093,99.7,CRITICAL RISK,Basic_25,25,39,3,2,True,False,"[{'feature': 'contract_type', 'attribution': 1.2897257804870605}
 {'feature': 'early_termination', 'attribution': 0.5483936667442322}
 {'feature': 'speed_complaints', 'attribution': -0.39830905199050903}
 {'feature': 'tenure_years', 'attribution': 0.2600390911102295}
 {'feature': 'contract_completed_percent', 'attribution': 0.16832958161830902}]","Customer is experiencing **severe performance dissatisfaction** due to an **inadequate internet plan**. Their 25 Mbps service fails to support a 4-member household with 18 devices and a work-from-home user, evidenced by 3 speed complaints and 2 outages. This leads to a perception of **poor value** for money. Furthermore, the **12-month contract** is a significant churn driver, indicating contractual frustration or a strong desire to switch now that they are likely nearing its completion. The lack of fiber availability likely exacerbates their dissatisfaction with current service limitations.","Dear Valued Customer,

We're writing to you today, C00093093, because your satisfaction is incredibly important to us. As a valued member of the TriLink Internet family for the past three years, we've noticed some recent challenges with your service, and we want to make things right.

We understand that with 4 family members and 18 devices connected, and especially with your critical need for reliable connectivity while working from home, internet performance is non-negotiable. We've seen your recent speed complaints (3 in total) and the two reported outages, and it's clear your current Basic_25 plan at 25 Mbps isn't providing the seamless experience you need. It's simply not designed to support your active household's demands, leading to frustration and a perception of poor value.

That's why we've put together a personalized solution to ensure your internet perfectly supports your busy life. We recommend upgrading to our **Standard_100 plan**. This plan delivers 100 Mbps, offering four times the bandwidth of your current service. Imagine crystal-clear video calls for work, smooth streaming for the whole family, and effortless browsing across all 18 devices, all without buffering or slowdowns.

To further enhance your home environment and professional image during calls, we're also suggesting a bundle with our home security monitoring system, which includes a smart doorbell. This not only adds peace of mind but provides a polished appearance for your virtual meetings.

The Standard_100 plan is just $69/month, and the home security bundle is $45/month. To show how much we appreciate your loyalty and commitment to TriLink, we'd like to offer you the first two months of this comprehensive package at **50% off**, bringing your total monthly cost for internet and security to just $57 for those initial two months.

We’re ready to prioritize your upgrade and schedule professional installation within 48 hours of your confirmation. It's time your internet service truly matched your family's needs and your work-from-home requirements.

To discuss this tailored solution or schedule your upgrade, please reply to this email or call us directly at 1-800-TRILINK. We're here to ensure you have the reliable, high-speed connection you deserve.

Thank you,
TriLink Internet Services"
C00084478,99.7,CRITICAL RISK,Basic_25,25,39,3,1,True,False,"[{'feature': 'contract_type', 'attribution': 1.643879771232605}
 {'feature': 'speed_complaints', 'attribution': -0.3912147283554077}
 {'feature': 'early_termination', 'attribution': 0.3647055923938751}
 {'feature': 'outage_count', 'attribution': 0.2843388020992279}
 {'feature': 'tenure_years', 'attribution': -0.0772741511464119}]","Customer is experiencing a critical churn risk primarily driven by being locked into an unsatisfactory `24_Month` contract, which severely limits their ability to switch providers despite significant dissatisfaction. Key pain points stem from poor internet service performance, including 3 speed complaints and at least one outage, directly impacting their work-from-home demands. Their 25 Mbps plan is insufficient for 12 devices and 81 GB usage, exacerbated by the lack of fiber availability for a needed upgrade. The high cost ($1.56 per Mbps) for subpar service further compounds their frustration, making the poor value for money a significant contributor to their critical churn risk.","Dear Valued Customer,

We're writing to you today because we genuinely value your loyalty to TriLink Internet Services over the past 0.78 years. As a single, professional individual who relies on a robust internet connection for your work-from-home needs, we understand that reliable and fast connectivity isn't just a convenience – it's absolutely essential.

We've taken a close look at your recent experience, and we sincerely apologize for the disruptions you've faced, including the 3 speed complaints and the outage you reported. We know how frustrating it can be when your internet isn't performing as it should, especially when you have 12 devices relying on it and a monthly usage of 81 GB. Your current Basic_25 plan, at 25 Mbps, simply isn't designed to support such demands, which we believe is contributing to your dissatisfaction.

We want to make things right and ensure you have the seamless, high-performance connection you deserve. To address your critical need for reliability and speed, we've crafted a highly personalized solution specifically for your 1-member household.

We propose upgrading you to our **Standard_100 plan**. This plan provides 100 Mbps, offering 4 times the bandwidth of your current service. Imagine smooth, uninterrupted video conferencing for work, effortless streaming across all 12 of your devices, and a significantly more stable experience overall. This upgrade is designed to eliminate the frustrations you've experienced and empower your work-from-home setup.

To further enhance your professional environment and peace of mind, we also recommend bundling this with our **home security monitoring system**. This comprehensive package, priced at $45/month, includes a smart doorbell that adds a professional touch to your home, perfect for maintaining a polished appearance during online calls.

We understand you're currently in a 24-month contract, and to demonstrate our commitment to your satisfaction, we're making a special exception. As a valued customer, we'd like to offer you the first **two months of this new bundled service (Standard_100 plan + home security system) at an exclusive 50% discount**. This means you'll pay just $57 per month for the first two months, after which the service will be $114 per month.

We're ready to get you set up quickly. We can schedule a **priority installation within 48 hours** of your confirmation. Our team will ensure a smooth transition, so you can start enjoying the reliable, high-speed internet you need without delay.

To accept this tailored offer and schedule your priority installation, please reply to this email or call us directly at 1-800-TRILINK. We are confident this upgrade will transform your internet experience and provide the value and performance you deserve.

Thank you,
TriLink Internet Services"
C00000814,99.6,CRITICAL RISK,Basic_25,25,40,7,0,True,False,"[{'feature': 'contract_type', 'attribution': 1.6990545988082886}
 {'feature': 'speed_complaints', 'attribution': -1.2064133882522583}
 {'feature': 'outage_count', 'attribution': 0.5550776124000549}
 {'feature': 'early_termination', 'attribution': 0.3852820098400116}
 {'feature': 'plan_tier', 'attribution': 0.27606016397476196}]","Customer is experiencing significant internet service pain points stemming from **inadequate speed and performance**, evidenced by 7 speed complaints. Their 25 Mbps plan is struggling to support 16 devices and a work-from-home setup for a 3-member household, leading to consistent performance issues and an overall **plan-to-usage mismatch**.

A critical factor is also **contractual dissatisfaction**: despite being a new customer (less than 2 months), the 12-Month contract significantly contributes to their high churn risk. This suggests a feeling of being locked into an underperforming service, exacerbating their immediate disillusionment. The ""Basic_25"" plan tier itself is also a churn driver, indicating a poor value perception.","Subject: An Important Update Regarding Your TriLink Internet Service - C00000814

Dear Valued Customer,

We appreciate you choosing TriLink Internet Services just a short while ago, and we're writing to you directly because we've been listening. We understand that since you joined us, your internet experience hasn't met the high standards we aim for, particularly with the 7 speed complaints we've noted regarding your service. Your satisfaction is incredibly important to us, and we want to ensure you have the reliable and fast connection you need.

It's clear that your current Basic_25 plan, at 25 Mbps, is struggling to keep pace with the demands of your busy household. With 3 members and 16 devices connecting regularly, plus your essential work-from-home needs, that speed simply isn't adequate to support seamless video conferencing and all the activities happening simultaneously. This plan-to-usage mismatch is precisely what we want to fix for you.

To address these challenges head-on and ensure your internet service empowers your household, we've crafted a personalized solution designed specifically for your situation:

We recommend upgrading you to our **Standard_100 plan**. This will provide you with a powerful 100 Mbps, which is 4 times the bandwidth of your current service. This significant boost will ensure seamless video conferencing for your work, smooth streaming, and reliable connectivity across all 16 of your devices, eliminating the frustrating speed issues you've been experiencing.

Furthermore, to enhance your work-from-home setup and overall home convenience, we suggest bundling this with our **home security monitoring system**, which includes a smart doorbell. This not only offers peace of mind but also presents a professional appearance during your video calls.

Here’s the best part of this tailored offer:

*   **Significant Savings:** We'll give you a **50% discount** on the combined Standard_100 plan and home security bundle for your first two months. That's a total monthly cost of just $57 ($69 for internet + $45 for security = $114, discounted to $57) for those two months, allowing you to experience the difference without immediate full commitment.
*   **Priority Installation:** To get you connected swiftly, we guarantee **priority installation within 48 hours** of your confirmation, ensuring minimal disruption.

While fiber infrastructure is currently limited in your area, this upgrade to Standard_100 represents the most robust and reliable solution available to you right now, offering substantial improvements in speed and performance. We are committed to providing you with an internet service that matches your active lifestyle and critical work needs, offering the speed, reliability, and value you deserve.

We're confident this upgrade will transform your internet experience, alleviating the frustration and providing the consistent performance your family and work demand.

To accept this personalized offer and schedule your priority installation, please reply to this email or call us directly at [Your Contact Number]. We’re ready to help you make this seamless transition.

Thank you,
TriLink Internet Services"
C00076902,99.7,CRITICAL RISK,Basic_25,25,40,3,0,True,True,"[{'feature': 'contract_type', 'attribution': 1.1681461334228516}
 {'feature': 'outage_count', 'attribution': 0.44729098677635193}
 {'feature': 'early_termination', 'attribution': 0.36681047081947327}
 {'feature': 'speed_complaints', 'attribution': -0.3612794876098633}
 {'feature': 'tenure_years', 'attribution': 0.08899644762277603}]","Customer is experiencing significant dissatisfaction primarily driven by an **unsuitable 24-month contract**, which is the top churn attribution factor, suggesting a lack of flexibility or unfavorable terms. Their current **25 Mbps Basic_25 plan is critically inadequate** for a 4-member, 16-device household with work-from-home needs, evidenced by **three distinct speed complaints**, indicating persistent performance issues and a fundamental mismatch between service delivered and expected usage. The availability of fiber further highlights the poor value and outdated nature of their current service, making an upgrade to a more appropriate, higher-speed plan essential for retention.","Dear Valued Customer,

We're reaching out to you today from TriLink Internet Services because we truly value your loyalty over the past 2.31 years. We understand that your internet experience hasn't been what you expected, and we sincerely apologize for the frustration caused by the speed issues you've reported three times recently.

We've taken a close look at your account, C00076902, and we see that with 4 members in your household and 16 devices regularly connected, your current Basic_25 plan at 25 Mbps just isn't designed to keep up with your family's dynamic needs. Especially given that you work from home, reliable and robust connectivity isn't a luxury; it's essential for seamless video conferencing and productivity. The repeated speed complaints clearly show that your current service is falling short.

We believe you deserve an internet experience that truly empowers your household and professional life, and we have a tailored solution designed just for you.

We recommend upgrading you to our **Standard_100 plan**, which delivers a powerful 100 Mbps – that's four times the bandwidth you have now! This will provide the reliable, high-speed connection necessary for everyone to stream, game, and for you to handle all your work-from-home tasks, including seamless video calls, without frustrating slowdowns. This upgrade means you'll finally experience the consistent performance you need.

What's more, we see that advanced fiber internet is available in your area, offering you a direct upgrade path to even more future-proof reliability.

To ensure your professional appearance during calls and add an extra layer of convenience and security for your home, we'd also like to include our comprehensive **home security monitoring system**, complete with a smart doorbell. This bundle, priced at $45/month, offers peace of mind and the professional edge you need.

The Standard_100 plan is available for $69/month, and when bundled with the home security monitoring system, your total investment in a superior, reliable connection and home security would be $114/month. To make this transition as smooth as possible, we want to offer you a special incentive: the first **two months of your new service will be 50% off**, bringing your bill down to just $57 for each of the first two months.

We’re committed to getting you connected quickly and efficiently. We can schedule a priority installation for you within 48 hours of your confirmation, ensuring minimal disruption.

Let us help transform your internet experience from frustrating to fantastic. Please reply to this email or call us at [Your Phone Number] to discuss this personalized upgrade. We’re here to ensure your TriLink service meets your family’s every need.

Thank you,
TriLink Internet Services"
C00018624,99.7,CRITICAL RISK,Basic_25,25,40,3,1,True,True,"[{'feature': 'contract_type', 'attribution': 1.4457440376281738}
 {'feature': 'early_termination', 'attribution': 0.3839482367038727}
 {'feature': 'speed_complaints', 'attribution': -0.35744354128837585}
 {'feature': 'outage_count', 'attribution': 0.19369235634803772}
 {'feature': 'contract_completed_percent', 'attribution': 0.06949587911367416}]","Customer is experiencing critical internet service pain points centered around **performance inadequacy** and **contractual opportunity**. Their 25 Mbps plan is insufficient for heavy usage (8 devices, 93 GB/month) and crucial work-from-home needs, leading to frequent speed complaints and an outage. This results in perceived slow speeds and service unreliability. As they near the end of their 24-month contract, they face a decision point, compounded by the availability of superior fiber optic options. The high churn risk indicates a strong desire for a better, more reliable and faster internet connection that meets their demanding lifestyle.","Dear Valued Customer,

We're writing to you today as a valued member of the TriLink Internet Services family, especially given your nearly 1.73 years of loyalty with us. We understand how crucial reliable internet is for your household, particularly with your work-from-home needs and the use of 8 devices.

We've noticed you're currently on our Basic_25 plan, providing 25 Mbps, and we recognize that you've experienced some challenges, including 3 speed complaints and 1 outage. These issues indicate that your current service may no longer be adequately supporting your demanding online activities and the 93 GB of data your household uses each month. As you approach the two-year mark of your current plan, we want to ensure you have the seamless, high-performance connection you deserve.

That's why we've tailored a special offer just for you, designed to eliminate these frustrations and provide the stability and speed essential for your work and leisure:

We recommend upgrading to our **Standard_100 plan**. This powerful plan delivers 100 Mbps – that's four times the bandwidth of your current service – at just $69/month. This significant speed boost will ensure seamless video conferencing, smooth streaming across all 8 of your devices, and effortless handling of large file transfers, preventing future speed complaints and ensuring consistent performance.

To further enhance your home environment and support your work-from-home lifestyle, we're also recommending our **home security monitoring system**. At just $45/month, this includes a smart doorbell, giving you added peace of mind and an integrated smart home experience.

As a special incentive for this crucial upgrade, you'll receive the **first two months of your new Standard_100 internet and home security bundle at a 50% discount**. That means you'll pay only $57/month for the first two months (instead of the regular $114/month).

This upgrade also positions you perfectly to take advantage of available fiber optic technology in your area, securing your connectivity for the future.

We are committed to providing you with the best possible service. To make this transition smooth and swift, we guarantee **priority installation within 48 hours** of your confirmation.

Please call us at [Your Phone Number] or reply to this email to discuss this personalized offer and schedule your upgrade. We are here to ensure you have the reliable, high-speed internet connection your work and family depend on.

Thank you,
TriLink Internet Services"
C00034730,99.5,CRITICAL RISK,Basic_25,25,40,6,2,True,False,"[{'feature': 'contract_type', 'attribution': 1.68556547164917}
 {'feature': 'speed_complaints', 'attribution': -1.074864387512207}
 {'feature': 'early_termination', 'attribution': 0.523211658000946}
 {'feature': 'contract_completed_percent', 'attribution': 0.3386792242527008}
 {'feature': 'plan_tier', 'attribution': 0.11070752888917923}]","Customer is experiencing severe service quality issues, primarily **slow and unreliable internet speeds** (25 Mbps) with frequent **performance frustration** evident from 6 speed complaints and 2 outages. This **inadequate service** is ill-suited for their 11 devices and work-from-home requirements, confirming their current **plan tier is insufficient**. A significant pain point is the **restrictive 24-month contract**, which they are almost free from, indicating a strong desire for flexibility and a better service provider. They also perceive **poor value** for their current basic plan. Their critical churn risk reflects a clear need for a more reliable, higher-performing, and appropriately priced internet solution.","Dear Valued Customer,

We are writing to you today, as a long-standing TriLink customer of almost two years, because we understand you've recently experienced significant frustration with your internet service. We truly value your loyalty since joining us 1.95 years ago and want to ensure your home connectivity fully supports your lifestyle.

We've noted your recent experiences, including 6 speed complaints and 2 outages, and understand how disruptive unreliable internet can be, especially when you work from home. With 11 devices relying on your connection and two members in your household, your current Basic_25 plan at 25 Mbps is simply not providing the robust, consistent performance you need. We acknowledge that the value for your current service might not be what you expect, and we're committed to changing that.

As your current 24-month contract is nearing its completion, we see this as a perfect opportunity to upgrade your internet experience to a solution truly tailored for your home and professional needs. We believe a better, more reliable connection is essential for your work-from-home demands, ensuring seamless video conferencing and smooth operation across all your devices.

That's why we've designed a personalized offer specifically for you:

We recommend upgrading to our **Standard_100 plan**, providing a powerful 100 Mbps, which is four times the bandwidth of your current plan. This will deliver the speed and reliability you need for work, video calls, and comfortable usage across all 11 of your devices. To further enhance your home environment, especially for your professional appearance during calls, we suggest bundling this with a **home security monitoring system** which includes a smart doorbell.

This comprehensive package, designed to give you peace of mind and superior connectivity, is available for $69/month for the internet service and $45/month for the home security bundle. To show our commitment to your satisfaction and to demonstrate the immediate value of this upgrade, we'd like to offer you the **first two months of this new service at 50% off.**

While fiber infrastructure is still limited in some areas, this Standard_100 upgrade leverages our best available technology to provide a significantly enhanced experience right now.

We want to make this transition as smooth and swift as possible. If you choose to accept this offer, we guarantee **priority installation within 48 hours** of your confirmation, minimizing any disruption to your routine.

This is our way of ensuring you receive the high-performance, reliable internet and comprehensive home solutions you deserve.

Please call us at your earliest convenience to discuss this personalized offer or to schedule your upgrade.

Thank you,
TriLink Internet Services"
